"Data Source","世界发展指标",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"安提瓜和巴布达","ATG","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","52.7793685688423","52.6754059017109","52.5527837968518","52.4002680681457","52.2284485001995","52.0460663054959","51.9969957439706","51.8868078574811","51.7154236176645","51.5200629425649","51.4109416145971","52.1683732927265","52.8277173997786","53.349567949725","53.7278200253485","54.0039888312724","54.7260570494011","55.382165092746","55.9030240505513","56.275826446281","56.5457043562596","57.2152103559871","57.8270933488726","58.3326589735705","58.7139481435924","59.00851325543","59.615571460958","60.198972730366","60.667627203704","61.0292220358663","61.2525588536336","61.6456515220856","62.038746102899","62.385028201347","62.6525206832927","62.8848114169215","63.326350590683","63.7398192569452","64.0964711023708","64.4133165492675","64.7284782151126","65.1453141998653","65.5175937160738","65.860025220681","66.1845249950209","66.5119990179832","66.834735925711","67.1851569752219","67.555066337225","67.9316625550458","68.3021311400918","68.4873337590893","68.721034410291","68.9562480877661","69.1460858667704","69.2687514695509","69.2320712600633","69.1928824429401","69.1190827326922","68.9903004592352","",
"澳大利亚","AUS","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","61.2080988268394","61.115332356804","61.1937312988864","61.380892042528","61.5863661688242","61.7606166958141","61.9490308850379","62.1235400502486","62.2667008630941","62.4100832203245","62.6003417172189","62.7780979446768","62.9604752158516","63.1574754645582","63.3929339233858","63.6807928506251","63.8265549184323","64.1214207679122","64.4863878839539","64.8199542080067","65.0755651491716","65.4397982086374","65.6572561761455","65.79074161739","65.9384461011442","66.1366310038718","66.2149227281648","66.3971479502654","66.6186063855684","66.7826274146764","66.8518331046956","66.8603265763931","66.7811312989476","66.6625992255388","66.5822046305063","66.5725934323396","66.5557185148151","66.5981969862319","66.6763867109205","66.7481948496784","66.7939029976204","66.9279058272004","67.048065888962","67.1532028418431","67.2454377841379","67.3141218343844","67.4830971753657","67.6174574294628","67.6837386642461","67.6715177718794","67.5911079551186","67.3338287632519","67.0838407422162","66.8267948368588","66.5514444053048","66.2580494091257","65.9065730162399","65.5309417025767","65.1529077338752","64.8033515429272","",
"奥地利","AUT","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","65.6154934274448","65.2010183455766","64.811823889142","64.4127236298004","63.9757136452671","63.5021172711117","63.0032751923223","62.5035976591591","62.0393707762227","61.6737613154947","61.4445070200668","61.2907498205379","61.2876704052978","61.4199694625983","61.6538054545526","61.9680769929229","62.2843388782958","62.6354926605851","63.0595565486534","63.606035481769","64.2834352551831","64.9551785893456","65.7307554240027","66.5232427501301","67.2162094979121","67.7444704228622","67.9756702375865","68.1254640445944","68.1958756156285","68.1998035014828","68.1482101966235","67.9672098540778","67.7016391278025","67.4049294445093","67.1791442756822","67.0927636765451","67.0603251764217","67.1880282977106","67.4178745313112","67.6389463171117","67.7829460784338","67.8768837953466","67.900457955658","67.8734889036641","67.8431945263396","67.8309232884845","67.7482754787581","67.6808154984937","67.6229858016489","67.5603329549989","67.4849514545213","67.4248692937991","67.3589166697149","67.2728360722279","67.1662479887325","67.0395429709195","66.9201962982639","66.812507305921","66.7004859083869","66.5625360827828","",
"阿塞拜疆","AZE","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","55.0843469869695","53.9809226161086","52.8749641010053","51.88178702504","51.1350023010366","50.6941261492106","50.2216339939465","50.1211841445721","50.2930508089138","50.6033505608421","50.9930747411739","51.5661276279768","52.173329324863","52.864830400129","53.7073549149393","54.7070539234805","55.6780263770774","56.7599364981037","57.8996714460152","59.0093893921674","60.0290404411962","60.8534952796419","61.5600342260313","62.1357428136618","62.5779994177731","62.8863171041486","62.8646610285509","62.7534329858218","62.586677626206","62.3846813213242","62.1562274386798","61.7854733412087","61.4774022119598","61.2412774141709","61.0977538448884","61.0737626655472","61.2117186403045","61.4841802608941","61.8877821450943","62.4017429079207","63.0023781381187","63.7613882037715","64.5145299762802","65.3084106516192","66.1969315462544","67.1846279339541","68.0375975099378","68.9681385536831","69.8876984513379","70.6757370925603","71.2663802257214","71.5763302546665","71.7060426833401","71.6759569155209","71.5542023446756","71.3895878982556","71.0271411085592","70.7226479179956","70.4352473888986","70.11169103273","",
"布隆迪","BDI","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","53.2436814046946","52.9210100272118","52.5251597604805","52.1357078450574","51.8705742014149","51.7696765651525","51.4153963582916","51.2633337206421","51.2617746807167","51.3476653122056","51.5056305212249","51.2793353648743","51.1636943064141","51.151859879516","51.2141323941136","51.3099857331229","51.4715830904849","51.6601222744131","51.8492803472848","52.026493656007","52.1778328135246","51.8755566597602","51.6306735310261","51.3964878078716","51.1381157269163","50.8573120904801","50.4211496286995","50.0273913308129","49.696828872571","49.4620288524607","49.3316089831194","48.595758506043","48.020610088883","47.5912862472972","47.2980608299724","47.1488846831399","47.0124722137928","46.9817367484846","47.0571631163021","47.2166499338453","47.4297724471932","48.0917992290299","48.7710305598966","49.449831339698","50.1139210563326","50.7458252442476","51.2222574343944","51.6861535440272","52.1059912858588","52.4478462354073","52.6988213613303","52.6896526011435","52.6443901938873","52.5666355460226","52.4739547224236","52.3834673716515","52.3029616242189","52.2577451836004","52.2513787905443","52.2872570156922","",
"比利时","BEL","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","64.615677460208","64.2000510112996","63.9481383179261","63.8088029279213","63.6919205832648","63.5567214061844","63.3492830933633","63.1859215228561","63.0656430676816","63.0025508218997","63.0051037252211","63.0385879641415","63.1143216347397","63.2463343147723","63.4503058370661","63.7273621702761","63.9243649957523","64.1884601499323","64.5232185949638","64.9328009269384","65.4132158340338","65.8708202909299","66.3814037540001","66.8836053781214","67.2992461114166","67.5822143485384","67.6069356407013","67.5367714617831","67.3995433285605","67.2390847616315","67.0824212635251","66.9023437052546","66.715267092481","66.523400200461","66.3409387176089","66.1818097926579","65.9813141789382","65.8344181398892","65.7301696472868","65.6458602303621","65.5677043635242","65.5524134610083","65.5291882157882","65.5082929009144","65.5152323204025","65.5588768097048","65.5871971072016","65.6696398023776","65.7652579267481","65.814341515699","65.7832315041066","65.6475077341236","65.4689095291284","65.2584286062527","65.0459829229075","64.8535339486213","64.6114376604001","64.3794416479243","64.1558335012748","63.935230890395","",
"贝宁","BEN","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","56.446602309076","56.0430063746342","55.6563676636984","55.2949652340142","54.9909608212022","54.7596525697892","54.2596095160652","53.8640452424536","53.5517035094695","53.2977439267594","53.0883756704231","52.6767032680547","52.3549177658977","52.1074935566493","51.9203981160892","51.7828961170416","51.4899887158507","51.2720627918539","51.1169890049144","51.0164636097682","50.9633013331396","50.7576185928848","50.6356369124636","50.5764800496244","50.5591414973806","50.572361675269","50.4475643806593","50.3830979592584","50.3687469665206","50.3965754470524","50.4589337824114","50.5086999725604","50.6141543489135","50.7602191546432","50.9388507967842","51.1475122249244","51.1440685405724","51.2006022631991","51.3042510623599","51.4415454274532","51.6039365850412","51.6982907225693","51.8368164899661","52.007823890657","52.1999601548593","52.4054258054615","52.4545823076521","52.5279684552892","52.6283382360263","52.7604813930203","52.9240996475912","53.018439923512","53.1602798941624","53.3357435601315","53.529916464175","53.735190931275","53.8983079844184","54.0874712018525","54.2987123079372","54.5295963080211","",
"布基纳法索","BFA","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","56.3482235890674","55.9827809536263","55.7180314358371","55.5262011117739","55.3755032958154","55.2480352163436","54.8692318243622","54.541692627333","54.2683980485241","54.063963977979","53.9341464281904","53.5366944818107","53.2612851154807","53.0730970816374","52.9240281647095","52.7876065574303","52.3908928174953","52.0254698633445","51.7019228369367","51.4394776948931","51.2419676079312","50.8299738302344","50.5338661447518","50.3191908899516","50.1505196619628","50.0164533553522","49.7626437232353","49.5846413170988","49.4754679251176","49.435332174102","49.4638654214704","49.4049447496841","49.4210191916566","49.5039924727369","49.6449886661231","49.833952402596","49.859068163731","49.956926724614","50.1045791652703","50.278067281939","50.4652762737788","50.4862328015192","50.5552057658361","50.6603951236469","50.7907828123239","50.9382331751097","50.9352979526763","50.9747705255276","51.0504042791815","51.1620029141876","51.3087322015452","51.3567073767903","51.4672970112761","51.6236571830548","51.8094817306692","52.0181855688683","52.2026259606635","52.4098388004856","52.6449378491703","52.9148909094649","",
"孟加拉国","BGD","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","55.253197100549","54.864283242357","54.5991217673763","54.4006842495539","54.1967733222363","53.9576122911876","53.5527980207165","53.1518830704529","52.7885540233834","52.5364206454826","52.4471777378928","52.2462930230962","52.1199362918561","52.0628946680933","52.031991745162","51.9938079791025","51.8537506799669","51.8270562459898","51.8825426078017","52.009617814846","52.2016872257509","52.2601634646718","52.4304870767781","52.676896577003","52.9583707551669","53.2561990890173","53.4709321796806","53.7180498161186","54.0045505307","54.3504214493325","54.7631616095366","55.0906524066245","55.4788998532593","55.9147736335265","56.3804730668449","56.8647719070421","57.2958206214688","57.7471007875762","58.214282905067","58.6959388520062","59.1888760718162","59.5799464583788","59.9974655430937","60.4328883899392","60.8780583466836","61.3315634736609","61.6762718123105","62.0420956972664","62.4272166721284","62.8273980055631","63.2412346689419","63.7144014235542","64.1737351452583","64.63338144714","65.1132097229035","65.6185771379833","66.1113230721407","66.625937004745","67.1355868778783","67.6052832669884","",
"保加利亚","BGR","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","66.331291934787","66.4549434856522","66.6644311917068","66.9215147311674","67.1582759784369","67.3391191022682","67.4406834204725","67.5092599162365","67.5430502309937","67.5476007932263","67.5228041536278","67.423321635358","67.3142661857868","67.1881760350308","67.0387862022794","66.867966097195","66.6029756204491","66.3351588474494","66.1073041696977","65.9859637209186","66.0027924973119","66.0846365013104","66.329306291204","66.6458433880208","66.9005968056121","67.0219504262837","67.0225892279687","66.8672792179414","66.6504525462827","66.5071806902198","66.5066327295792","66.3956275117632","66.4561947919045","66.6336366513301","66.8284280998808","66.9834310900136","67.1310436482525","67.2420734322526","67.3451491643185","67.5025331604148","67.745350468876","67.9707460990533","68.2333323459915","68.5211329326659","68.7991759970002","69.032876707339","69.0071251362205","68.9733170447394","68.8898998642626","68.7125987470685","68.4250037171677","67.9249862779777","67.3842102328019","66.8134870251223","66.2442796680931","65.7074330868291","65.254273902527","64.7976668313048","64.3826202477506","64.0616538090281","",
"巴林","BHR","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","55.7154906511848","54.6344717500328","53.7644966039828","52.9067025934658","52.0266612717142","51.2892744529987","51.7186359370112","52.0766284306575","52.3281485948379","52.5210756977912","52.6981961854143","53.5703910817386","54.7446051799001","56.0158145010792","57.162648713236","58.0765580037742","59.4861005384984","60.6699101179187","61.6530591424941","62.5296456524085","63.3633241452896","63.6458890195659","63.7862417411582","63.8265725657958","63.8197556633311","63.8109520585178","63.9092922395497","64.1535867572739","64.4344988585506","64.7394338238198","65.1274068368382","65.3142655367232","65.708697996123","66.2399060069749","66.8210261234427","67.3530283113091","67.4606767980147","67.6246489088651","67.6794850904351","67.5846489071403","67.40604654452","68.544681705123","69.6091660704132","70.5415894019324","71.3518444430519","72.0753426814401","73.6310252937653","74.9358781912485","75.9963073312394","76.8699222665888","77.6086746288864","77.5015628043948","77.3930261611269","77.2344771366085","77.0301816889022","76.826054724602","77.267581807164","77.7862036469363","78.3193560020542","78.7624941200557","",
"巴哈马","BHS","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","53.820731462377","53.8720129255305","53.8206803148046","53.6544185206417","53.44217666724","53.2668375470338","53.5298055771884","53.8586030664395","54.1645655791438","54.3654272286751","54.4519031509591","55.1023929058192","55.3933860321815","55.4934248582777","55.641205704408","55.9593638827715","56.2913083370916","56.9464386279116","57.7482405026852","58.4428887680597","58.9127740501731","59.6490902166947","60.0134433019656","60.1797551136465","60.4189228567825","60.8522538345454","61.1065321713518","61.6649744523597","62.3687113812432","62.951619374496","63.2933030992534","63.6934500091951","63.7738742768646","63.6959593313879","63.7243244418987","63.9811695171744","64.014465909331","64.3023684741681","64.7367316248963","65.1114390842747","65.3086216788402","65.5906125874865","65.7625300656569","65.8760446972334","65.9915206933966","66.1099123004134","66.3124220243903","66.4209562256031","66.5337915101504","66.7203464491253","67.0024961824749","67.3689714053696","67.8404440239394","68.3728746163211","68.8843141328484","69.3177020143985","69.7719154340751","70.0653560529659","70.2575219701429","70.4409959895451","",
"波斯尼亚和黑塞哥维那","BIH","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","58.5668766903475","58.4778095744607","58.4806094191086","58.5948394972574","58.8102835386176","59.1137453639974","59.1580522807444","59.4138144043833","59.8033059317298","60.2044725065555","60.5507629378739","60.9507508894861","61.2226520213557","61.4629113406972","61.8055539701565","62.3032266402015","62.7904093791566","63.415594582881","64.1267365290125","64.8290490596472","65.4697591184383","66.1591044675026","66.7628485048128","67.2981182268411","67.805166992792","68.2965740320587","68.6102106960072","68.8741581406397","69.0722239309754","69.1913881287291","69.2550089919777","69.2911183642119","69.2516385287868","69.1572828901255","69.0049901893142","68.7655423669056","68.6929345119108","68.5876335293504","68.4623535583425","68.358990359982","68.3127371256374","68.2198326087096","68.2372418694856","68.3554424530717","68.5435713462165","68.7818149320737","69.1461572455054","69.468633081977","69.7594819340426","70.0421955610612","70.3033243808076","70.2547133092518","70.3002131500605","70.4012244093755","70.4249584662151","70.2778739246174","70.0003779974757","69.4545318921983","68.7634648796227","68.1050893668585","",
"白俄罗斯","BLR","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","62.7499282758726","62.1654774794277","61.7951900821895","61.5901021153317","61.4634746559406","61.3789164517721","61.45814324864","61.5731731438493","61.7595201391788","62.0517907658041","62.4467215763144","62.9924610252262","63.4975276393939","63.9567198859291","64.3767873640646","64.7713297810312","65.0327742034651","65.3748971896332","65.7661063200464","66.1429908188041","66.4612819828781","66.7445711997309","66.9495595421002","67.0791654849184","67.1574366830433","67.1921295101658","67.0322230134219","66.873768385576","66.7221328866145","66.5640228348366","66.3980497154308","66.1543282480695","65.9541334764053","65.825351769149","65.8029928105552","65.9054311300856","66.2181815901139","66.5891161842565","67.0216019338842","67.500111089425","67.9953730041801","68.297748710913","68.5976689945118","68.9144958253416","69.2712335729944","69.6770830805991","69.9880727755085","70.3673165434578","70.7398029484214","71.0152661591799","71.1401343485015","70.9774176554807","70.684979132522","70.2928931121814","69.8574440439643","69.4136283541907","69.0701098908777","68.7169869180976","68.2889087752101","67.7628384969718","",
"伯利兹","BLZ","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","50.5746002780674","49.9149974129647","49.468085106383","49.1294277385088","48.8614423347466","48.6519850356675","48.5463707280492","48.4550811060235","48.4133343672724","48.4567461282397","48.5906270972811","48.2991834477895","48.0684231222965","47.9055485946757","47.8146633462039","47.7952874080744","47.8501187595729","48.0221039645519","48.3222394128018","48.6628215562082","48.9563317262669","49.5486765244026","49.9676567656766","50.2830152353326","50.618970108577","51.0401950024557","51.192441970183","51.4806103717301","51.8265299282794","52.1434138737334","52.4099982938065","52.5328575614248","52.5709639571026","52.5978888990092","52.678500595002","52.8181365751366","53.3973902950427","54.021121039805","54.5760150101631","55.0082012485983","55.3508683258193","55.7540686026589","56.1579095808338","56.5923726454486","57.0801869050719","57.6212121212121","58.1720323071167","58.7255246216872","59.2742395452753","59.8042300297151","60.3084375310112","60.9934683272922","61.6266272189349","62.2397061163097","62.8569245484851","63.4804797566307","63.9657980456026","64.4805718406787","64.9837758535624","65.4282149746512","",
"百慕大","BMU","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"玻利维亚","BOL","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","54.2390595454415","54.1981633504641","54.2437397942145","54.3537674856001","54.5109009977116","54.7048779956384","54.6532130734694","54.677528039697","54.7546874160125","54.8626119383603","54.9895584392877","54.907175003383","54.878107120509","54.8903941831074","54.9382467485083","55.019465475698","54.9125288259056","54.8683766582024","54.8796908627021","54.9438261693217","55.0595302633454","54.9982482303265","55.0069182341261","55.0624746115247","55.1391506251194","55.2234175801769","55.2572066196132","55.3075969243955","55.3768423138599","55.4753787132046","55.6068442653159","55.6480090503352","55.7582684906409","55.9154912243517","56.0929705698283","56.278257406061","56.3746301547434","56.4911713548594","56.631855627207","56.8062553938651","57.0156507327401","57.1800655809544","57.3741703758081","57.5902081143989","57.8210767425303","58.0641607849653","58.2875043930857","58.5436806156319","58.821869650363","59.1078042093194","59.3933178684771","59.6827519246635","59.9608621429307","60.2377148910535","60.5287508533354","60.8389076821595","61.1159325202546","61.4195037816536","61.7345048621782","62.0361066958508","",
"巴西","BRA","15-64岁的人口（占总人口的百分比）","SP.POP.1564.TO.ZS","53.6831497749782","53.4745927011439","53.3050385020698","53.1980748091308","53.1857795188973","53.2803265017086","53.2949482595585","53.4589354736926","53.723766203353","54.0307962078271","54.3536014666303","54.6602758719168","54.9817927475078","55.3261092219141","55.7058398777883","56.1177445144603","56.4852820548814","56.8577701734854","57.2344128624216","57.6107782789844","57.9794437021311","58.2075331078472","58.4615870848682","58.7250765107405","58.9891858784166","59.257899222083","59.4478588029135","59.6891949599665","59.9670893115784","60.265629129413","60.5795748458408","60.939340641929","61.2791209195836","61.6310164092899","62.0316353388849","62.4886766993111","62.9128617004091","63.3817406044554","63.8733346978021","64.3555766663132","64.8126378151104","65.1711386304347","65.5402837245385","65.9094747029532","66.2733482740752","66.6327982335813","67.0055129009731","67.3583682756159","67.6977274041696","68.0310112140449","68.3558301903697","68.6542700836965","68.9277022114691","69.1753242574889","69.3906196906341","69.5661340906186","69.6487895917995","69.7106712029254","69.7430902567055","69.7391982309441","",
